Order2020	POAexemptCode	Description
37760	S32.612D	"Displaced avulsion fracture of left ischium, subsequent encounter for fracture with routine healing"
37761	S32.612G	"Displaced avulsion fracture of left ischium, subsequent encounter for fracture with delayed healing"
37762	S32.612K	"Displaced avulsion fracture of left ischium, subsequent encounter for fracture with nonunion"
37763	S32.612S	"Displaced avulsion fracture of left ischium, sequela"
37767	S32.613D	"Displaced avulsion fracture of unspecified ischium, subsequent encounter for fracture with routine healing"
37768	S32.613G	"Displaced avulsion fracture of unspecified ischium, subsequent encounter for fracture with delayed healing"
37769	S32.613K	"Displaced avulsion fracture of unspecified ischium, subsequent encounter for fracture with nonunion"
37770	S32.613S	"Displaced avulsion fracture of unspecified ischium, sequela"
37774	S32.614D	"Nondisplaced avulsion fracture of right ischium, subsequent encounter for fracture with routine healing"
37775	S32.614G	"Nondisplaced avulsion fracture of right ischium, subsequent encounter for fracture with delayed healing"
37776	S32.614K	"Nondisplaced avulsion fracture of right ischium, subsequent encounter for fracture with nonunion"
37777	S32.614S	"Nondisplaced avulsion fracture of right ischium, sequela"
37781	S32.615D	"Nondisplaced avulsion fracture of left ischium, subsequent encounter for fracture with routine healing"
37782	S32.615G	"Nondisplaced avulsion fracture of left ischium, subsequent encounter for fracture with delayed healing"
37783	S32.615K	"Nondisplaced avulsion fracture of left ischium, subsequent encounter for fracture with nonunion"
37784	S32.615S	"Nondisplaced avulsion fracture of left ischium, sequela"
37788	S32.616D	"Nondisplaced avulsion fracture of unspecified ischium, subsequent encounter for fracture with routine healing"
37789	S32.616G	"Nondisplaced avulsion fracture of unspecified ischium, subsequent encounter for fracture with delayed healing"
37790	S32.616K	"Nondisplaced avulsion fracture of unspecified ischium, subsequent encounter for fracture with nonunion"
37791	S32.616S	"Nondisplaced avulsion fracture of unspecified ischium, sequela"
37796	S32.691D	"Other specified fracture of right ischium, subsequent encounter for fracture with routine healing"
37797	S32.691G	"Other specified fracture of right ischium, subsequent encounter for fracture with delayed healing"
37798	S32.691K	"Other specified fracture of right ischium, subsequent encounter for fracture with nonunion"
37799	S32.691S	"Other specified fracture of right ischium, sequela"
37803	S32.692D	"Other specified fracture of left ischium, subsequent encounter for fracture with routine healing"
37804	S32.692G	"Other specified fracture of left ischium, subsequent encounter for fracture with delayed healing"
37805	S32.692K	"Other specified fracture of left ischium, subsequent encounter for fracture with nonunion"
37806	S32.692S	"Other specified fracture of left ischium, sequela"
37810	S32.699D	"Other specified fracture of unspecified ischium, subsequent encounter for fracture with routine healing"
37811	S32.699G	"Other specified fracture of unspecified ischium, subsequent encounter for fracture with delayed healing"
37812	S32.699K	"Other specified fracture of unspecified ischium, subsequent encounter for fracture with nonunion"
37813	S32.699S	"Other specified fracture of unspecified ischium, sequela"
37819	S32.810D	"Multiple fractures of pelvis with stable disruption of pelvic ring, subsequent encounter for fracture with routine healing"
37820	S32.810G	"Multiple fractures of pelvis with stable disruption of pelvic ring, subsequent encounter for fracture with delayed healing"
37821	S32.810K	"Multiple fractures of pelvis with stable disruption of pelvic ring, subsequent encounter for fracture with nonunion"
37822	S32.810S	"Multiple fractures of pelvis with stable disruption of pelvic ring, sequela"
37826	S32.811D	"Multiple fractures of pelvis with unstable disruption of pelvic ring, subsequent encounter for fracture with routine healing"
37827	S32.811G	"Multiple fractures of pelvis with unstable disruption of pelvic ring, subsequent encounter for fracture with delayed healing"
37828	S32.811K	"Multiple fractures of pelvis with unstable disruption of pelvic ring, subsequent encounter for fracture with nonunion"
37829	S32.811S	"Multiple fractures of pelvis with unstable disruption of pelvic ring, sequela"
37833	S32.82XD	"Multiple fractures of pelvis without disruption of pelvic ring, subsequent encounter for fracture with routine healing"
37834	S32.82XG	"Multiple fractures of pelvis without disruption of pelvic ring, subsequent encounter for fracture with delayed healing"
37835	S32.82XK	"Multiple fractures of pelvis without disruption of pelvic ring, subsequent encounter for fracture with nonunion"
37836	S32.82XS	"Multiple fractures of pelvis without disruption of pelvic ring, sequela"
37840	S32.89XD	"Fracture of other parts of pelvis, subsequent encounter for fracture with routine healing"
37841	S32.89XG	"Fracture of other parts of pelvis, subsequent encounter for fracture with delayed healing"
37842	S32.89XK	"Fracture of other parts of pelvis, subsequent encounter for fracture with nonunion"
37843	S32.89XS	"Fracture of other parts of pelvis, sequela"
37847	S32.9XXD	"Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with routine healing"
37848	S32.9XXG	"Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with delayed healing"
37849	S32.9XXK	"Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with nonunion"
37850	S32.9XXS	"Fracture of unspecified parts of lumbosacral spine and pelvis, sequela"
37854	S33.0XXD	"Traumatic rupture of lumbar intervertebral disc, subsequent encounter"
37855	S33.0XXS	"Traumatic rupture of lumbar intervertebral disc, sequela"
37860	S33.100D	"Subluxation of unspecified lumbar vertebra, subsequent encounter"
37861	S33.100S	"Subluxation of unspecified lumbar vertebra, sequela"
37864	S33.101D	"Dislocation of unspecified lumbar vertebra, subsequent encounter"
37865	S33.101S	"Dislocation of unspecified lumbar vertebra, sequela"
37869	S33.110D	"Subluxation of L1/L2 lumbar vertebra, subsequent encounter"
37870	S33.110S	"Subluxation of L1/L2 lumbar vertebra, sequela"
37873	S33.111D	"Dislocation of L1/L2 lumbar vertebra, subsequent encounter"
37874	S33.111S	"Dislocation of L1/L2 lumbar vertebra, sequela"
37878	S33.120D	"Subluxation of L2/L3 lumbar vertebra, subsequent encounter"
37879	S33.120S	"Subluxation of L2/L3 lumbar vertebra, sequela"
37882	S33.121D	"Dislocation of L2/L3 lumbar vertebra, subsequent encounter"
37883	S33.121S	"Dislocation of L2/L3 lumbar vertebra, sequela"
37887	S33.130D	"Subluxation of L3/L4 lumbar vertebra, subsequent encounter"
37888	S33.130S	"Subluxation of L3/L4 lumbar vertebra, sequela"
37891	S33.131D	"Dislocation of L3/L4 lumbar vertebra, subsequent encounter"
37892	S33.131S	"Dislocation of L3/L4 lumbar vertebra, sequela"
37896	S33.140D	"Subluxation of L4/L5 lumbar vertebra, subsequent encounter"
37897	S33.140S	"Subluxation of L4/L5 lumbar vertebra, sequela"
37900	S33.141D	"Dislocation of L4/L5 lumbar vertebra, subsequent encounter"
37901	S33.141S	"Dislocation of L4/L5 lumbar vertebra, sequela"
37904	S33.2XXD	"Dislocation of sacroiliac and sacrococcygeal joint, subsequent encounter"
37905	S33.2XXS	"Dislocation of sacroiliac and sacrococcygeal joint, sequela"
37909	S33.30XD	"Dislocation of unspecified parts of lumbar spine and pelvis, subsequent encounter"
37910	S33.30XS	"Dislocation of unspecified parts of lumbar spine and pelvis, sequela"
37913	S33.39XD	"Dislocation of other parts of lumbar spine and pelvis, subsequent encounter"
37914	S33.39XS	"Dislocation of other parts of lumbar spine and pelvis, sequela"
37917	S33.4XXD	"Traumatic rupture of symphysis pubis, subsequent encounter"
37918	S33.4XXS	"Traumatic rupture of symphysis pubis, sequela"
37921	S33.5XXD	"Sprain of ligaments of lumbar spine, subsequent encounter"
37922	S33.5XXS	"Sprain of ligaments of lumbar spine, sequela"
37925	S33.6XXD	"Sprain of sacroiliac joint, subsequent encounter"
37926	S33.6XXS	"Sprain of sacroiliac joint, sequela"
37929	S33.8XXD	"Sprain of other parts of lumbar spine and pelvis, subsequent encounter"
37930	S33.8XXS	"Sprain of other parts of lumbar spine and pelvis, sequela"
37933	S33.9XXD	"Sprain of unspecified parts of lumbar spine and pelvis, subsequent encounter"
37934	S33.9XXS	"Sprain of unspecified parts of lumbar spine and pelvis, sequela"
37939	S34.01XD	"Concussion and edema of lumbar spinal cord, subsequent encounter"
37940	S34.01XS	"Concussion and edema of lumbar spinal cord, sequela"
37943	S34.02XD	"Concussion and edema of sacral spinal cord, subsequent encounter"
37944	S34.02XS	"Concussion and edema of sacral spinal cord, sequela"
37949	S34.101D	"Unspecified injury to L1 level of lumbar spinal cord, subsequent encounter"
37950	S34.101S	"Unspecified injury to L1 level of lumbar spinal cord, sequela"
37953	S34.102D	"Unspecified injury to L2 level of lumbar spinal cord, subsequent encounter"
37954	S34.102S	"Unspecified injury to L2 level of lumbar spinal cord, sequela"
37957	S34.103D	"Unspecified injury to L3 level of lumbar spinal cord, subsequent encounter"
37958	S34.103S	"Unspecified injury to L3 level of lumbar spinal cord, sequela"
37961	S34.104D	"Unspecified injury to L4 level of lumbar spinal cord, subsequent encounter"
37962	S34.104S	"Unspecified injury to L4 level of lumbar spinal cord, sequela"
37965	S34.105D	"Unspecified injury to L5 level of lumbar spinal cord, subsequent encounter"
37966	S34.105S	"Unspecified injury to L5 level of lumbar spinal cord, sequela"
37969	S34.109D	"Unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter"
37970	S34.109S	"Unspecified injury to unspecified level of lumbar spinal cord, sequela"
37974	S34.111D	"Complete lesion of L1 level of lumbar spinal cord, subsequent encounter"
37975	S34.111S	"Complete lesion of L1 level of lumbar spinal cord, sequela"
37978	S34.112D	"Complete lesion of L2 level of lumbar spinal cord, subsequent encounter"
37979	S34.112S	"Complete lesion of L2 level of lumbar spinal cord, sequela"
37982	S34.113D	"Complete lesion of L3 level of lumbar spinal cord, subsequent encounter"
37983	S34.113S	"Complete lesion of L3 level of lumbar spinal cord, sequela"
37986	S34.114D	"Complete lesion of L4 level of lumbar spinal cord, subsequent encounter"
37987	S34.114S	"Complete lesion of L4 level of lumbar spinal cord, sequela"
37990	S34.115D	"Complete lesion of L5 level of lumbar spinal cord, subsequent encounter"
37991	S34.115S	"Complete lesion of L5 level of lumbar spinal cord, sequela"
37994	S34.119D	"Complete lesion of unspecified level of lumbar spinal cord, subsequent encounter"
37995	S34.119S	"Complete lesion of unspecified level of lumbar spinal cord, sequela"
37999	S34.121D	"Incomplete lesion of L1 level of lumbar spinal cord, subsequent encounter"
38000	S34.121S	"Incomplete lesion of L1 level of lumbar spinal cord, sequela"
38003	S34.122D	"Incomplete lesion of L2 level of lumbar spinal cord, subsequent encounter"
38004	S34.122S	"Incomplete lesion of L2 level of lumbar spinal cord, sequela"
38007	S34.123D	"Incomplete lesion of L3 level of lumbar spinal cord, subsequent encounter"
38008	S34.123S	"Incomplete lesion of L3 level of lumbar spinal cord, sequela"
38011	S34.124D	"Incomplete lesion of L4 level of lumbar spinal cord, subsequent encounter"
38012	S34.124S	"Incomplete lesion of L4 level of lumbar spinal cord, sequela"
38015	S34.125D	"Incomplete lesion of L5 level of lumbar spinal cord, subsequent encounter"
38016	S34.125S	"Incomplete lesion of L5 level of lumbar spinal cord, sequela"
38019	S34.129D	"Incomplete lesion of unspecified level of lumbar spinal cord, subsequent encounter"
38020	S34.129S	"Incomplete lesion of unspecified level of lumbar spinal cord, sequela"
38024	S34.131D	"Complete lesion of sacral spinal cord, subsequent encounter"
38025	S34.131S	"Complete lesion of sacral spinal cord, sequela"
38028	S34.132D	"Incomplete lesion of sacral spinal cord, subsequent encounter"
38029	S34.132S	"Incomplete lesion of sacral spinal cord, sequela"
38032	S34.139D	"Unspecified injury to sacral spinal cord, subsequent encounter"
38033	S34.139S	"Unspecified injury to sacral spinal cord, sequela"
38037	S34.21XD	"Injury of nerve root of lumbar spine, subsequent encounter"
38038	S34.21XS	"Injury of nerve root of lumbar spine, sequela"
38041	S34.22XD	"Injury of nerve root of sacral spine, subsequent encounter"
38042	S34.22XS	"Injury of nerve root of sacral spine, sequela"
38045	S34.3XXD	"Injury of cauda equina, subsequent encounter"
38046	S34.3XXS	"Injury of cauda equina, sequela"
38049	S34.4XXD	"Injury of lumbosacral plexus, subsequent encounter"
38050	S34.4XXS	"Injury of lumbosacral plexus, sequela"
38053	S34.5XXD	"Injury of lumbar, sacral and pelvic sympathetic nerves, subsequent encounter"
38054	S34.5XXS	"Injury of lumbar, sacral and pelvic sympathetic nerves, sequela"
38057	S34.6XXD	"Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, subsequent encounter"
38058	S34.6XXS	"Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, sequela"
38061	S34.8XXD	"Injury of other nerves at abdomen, lower back and pelvis level, subsequent encounter"
38062	S34.8XXS	"Injury of other nerves at abdomen, lower back and pelvis level, sequela"
38065	S34.9XXD	"Injury of unspecified nerves at abdomen, lower back and pelvis level, subsequent encounter"
38066	S34.9XXS	"Injury of unspecified nerves at abdomen, lower back and pelvis level, sequela"
38071	S35.00XD	"Unspecified injury of abdominal aorta, subsequent encounter"
38072	S35.00XS	"Unspecified injury of abdominal aorta, sequela"
38075	S35.01XD	"Minor laceration of abdominal aorta, subsequent encounter"
38076	S35.01XS	"Minor laceration of abdominal aorta, sequela"
38079	S35.02XD	"Major laceration of abdominal aorta, subsequent encounter"
38080	S35.02XS	"Major laceration of abdominal aorta, sequela"
38083	S35.09XD	"Other injury of abdominal aorta, subsequent encounter"
38084	S35.09XS	"Other injury of abdominal aorta, sequela"
38088	S35.10XD	"Unspecified injury of inferior vena cava, subsequent encounter"
38089	S35.10XS	"Unspecified injury of inferior vena cava, sequela"
38092	S35.11XD	"Minor laceration of inferior vena cava, subsequent encounter"
38093	S35.11XS	"Minor laceration of inferior vena cava, sequela"
38096	S35.12XD	"Major laceration of inferior vena cava, subsequent encounter"
38097	S35.12XS	"Major laceration of inferior vena cava, sequela"
38100	S35.19XD	"Other injury of inferior vena cava, subsequent encounter"
38101	S35.19XS	"Other injury of inferior vena cava, sequela"
38106	S35.211D	"Minor laceration of celiac artery, subsequent encounter"
38107	S35.211S	"Minor laceration of celiac artery, sequela"
38110	S35.212D	"Major laceration of celiac artery, subsequent encounter"
38111	S35.212S	"Major laceration of celiac artery, sequela"
38114	S35.218D	"Other injury of celiac artery, subsequent encounter"
38115	S35.218S	"Other injury of celiac artery, sequela"
38118	S35.219D	"Unspecified injury of celiac artery, subsequent encounter"
38119	S35.219S	"Unspecified injury of celiac artery, sequela"
38123	S35.221D	"Minor laceration of superior mesenteric artery, subsequent encounter"
38124	S35.221S	"Minor laceration of superior mesenteric artery, sequela"
38127	S35.222D	"Major laceration of superior mesenteric artery, subsequent encounter"
38128	S35.222S	"Major laceration of superior mesenteric artery, sequela"
38131	S35.228D	"Other injury of superior mesenteric artery, subsequent encounter"
38132	S35.228S	"Other injury of superior mesenteric artery, sequela"
38135	S35.229D	"Unspecified injury of superior mesenteric artery, subsequent encounter"
38136	S35.229S	"Unspecified injury of superior mesenteric artery, sequela"
38140	S35.231D	"Minor laceration of inferior mesenteric artery, subsequent encounter"
38141	S35.231S	"Minor laceration of inferior mesenteric artery, sequela"
38144	S35.232D	"Major laceration of inferior mesenteric artery, subsequent encounter"
38145	S35.232S	"Major laceration of inferior mesenteric artery, sequela"
38148	S35.238D	"Other injury of inferior mesenteric artery, subsequent encounter"
38149	S35.238S	"Other injury of inferior mesenteric artery, sequela"
38152	S35.239D	"Unspecified injury of inferior mesenteric artery, subsequent encounter"
38153	S35.239S	"Unspecified injury of inferior mesenteric artery, sequela"
38157	S35.291D	"Minor laceration of branches of celiac and mesenteric artery, subsequent encounter"
38158	S35.291S	"Minor laceration of branches of celiac and mesenteric artery, sequela"
38161	S35.292D	"Major laceration of branches of celiac and mesenteric artery, subsequent encounter"
38162	S35.292S	"Major laceration of branches of celiac and mesenteric artery, sequela"
38165	S35.298D	"Other injury of branches of celiac and mesenteric artery, subsequent encounter"
38166	S35.298S	"Other injury of branches of celiac and mesenteric artery, sequela"
38169	S35.299D	"Unspecified injury of branches of celiac and mesenteric artery, subsequent encounter"
38170	S35.299S	"Unspecified injury of branches of celiac and mesenteric artery, sequela"
38175	S35.311D	"Laceration of portal vein, subsequent encounter"
38176	S35.311S	"Laceration of portal vein, sequela"
38179	S35.318D	"Other specified injury of portal vein, subsequent encounter"
38180	S35.318S	"Other specified injury of portal vein, sequela"
38183	S35.319D	"Unspecified injury of portal vein, subsequent encounter"
38184	S35.319S	"Unspecified injury of portal vein, sequela"
38188	S35.321D	"Laceration of splenic vein, subsequent encounter"
38189	S35.321S	"Laceration of splenic vein, sequela"
38192	S35.328D	"Other specified injury of splenic vein, subsequent encounter"
38193	S35.328S	"Other specified injury of splenic vein, sequela"
38196	S35.329D	"Unspecified injury of splenic vein, subsequent encounter"
38197	S35.329S	"Unspecified injury of splenic vein, sequela"
38201	S35.331D	"Laceration of superior mesenteric vein, subsequent encounter"
38202	S35.331S	"Laceration of superior mesenteric vein, sequela"
38205	S35.338D	"Other specified injury of superior mesenteric vein, subsequent encounter"
38206	S35.338S	"Other specified injury of superior mesenteric vein, sequela"
38209	S35.339D	"Unspecified injury of superior mesenteric vein, subsequent encounter"
38210	S35.339S	"Unspecified injury of superior mesenteric vein, sequela"
38214	S35.341D	"Laceration of inferior mesenteric vein, subsequent encounter"
38215	S35.341S	"Laceration of inferior mesenteric vein, sequela"
38218	S35.348D	"Other specified injury of inferior mesenteric vein, subsequent encounter"
38219	S35.348S	"Other specified injury of inferior mesenteric vein, sequela"
38222	S35.349D	"Unspecified injury of inferior mesenteric vein, subsequent encounter"
38223	S35.349S	"Unspecified injury of inferior mesenteric vein, sequela"
38228	S35.401D	"Unspecified injury of right renal artery, subsequent encounter"
38229	S35.401S	"Unspecified injury of right renal artery, sequela"
38232	S35.402D	"Unspecified injury of left renal artery, subsequent encounter"
38233	S35.402S	"Unspecified injury of left renal artery, sequela"
38236	S35.403D	"Unspecified injury of unspecified renal artery, subsequent encounter"
38237	S35.403S	"Unspecified injury of unspecified renal artery, sequela"
38240	S35.404D	"Unspecified injury of right renal vein, subsequent encounter"
38241	S35.404S	"Unspecified injury of right renal vein, sequela"
38244	S35.405D	"Unspecified injury of left renal vein, subsequent encounter"
38245	S35.405S	"Unspecified injury of left renal vein, sequela"
38248	S35.406D	"Unspecified injury of unspecified renal vein, subsequent encounter"
38249	S35.406S	"Unspecified injury of unspecified renal vein, sequela"
38253	S35.411D	"Laceration of right renal artery, subsequent encounter"
38254	S35.411S	"Laceration of right renal artery, sequela"
38257	S35.412D	"Laceration of left renal artery, subsequent encounter"
38258	S35.412S	"Laceration of left renal artery, sequela"
38261	S35.413D	"Laceration of unspecified renal artery, subsequent encounter"
38262	S35.413S	"Laceration of unspecified renal artery, sequela"
38265	S35.414D	"Laceration of right renal vein, subsequent encounter"
38266	S35.414S	"Laceration of right renal vein, sequela"
38269	S35.415D	"Laceration of left renal vein, subsequent encounter"
38270	S35.415S	"Laceration of left renal vein, sequela"
38273	S35.416D	"Laceration of unspecified renal vein, subsequent encounter"
38274	S35.416S	"Laceration of unspecified renal vein, sequela"
38278	S35.491D	"Other specified injury of right renal artery, subsequent encounter"
38279	S35.491S	"Other specified injury of right renal artery, sequela"
38282	S35.492D	"Other specified injury of left renal artery, subsequent encounter"
38283	S35.492S	"Other specified injury of left renal artery, sequela"
38286	S35.493D	"Other specified injury of unspecified renal artery, subsequent encounter"
38287	S35.493S	"Other specified injury of unspecified renal artery, sequela"
38290	S35.494D	"Other specified injury of right renal vein, subsequent encounter"
38291	S35.494S	"Other specified injury of right renal vein, sequela"
38294	S35.495D	"Other specified injury of left renal vein, subsequent encounter"
38295	S35.495S	"Other specified injury of left renal vein, sequela"
38298	S35.496D	"Other specified injury of unspecified renal vein, subsequent encounter"
38299	S35.496S	"Other specified injury of unspecified renal vein, sequela"
38303	S35.50XD	"Injury of unspecified iliac blood vessel(s), subsequent encounter"
38304	S35.50XS	"Injury of unspecified iliac blood vessel(s), sequela"
38308	S35.511D	"Injury of right iliac artery, subsequent encounter"
38309	S35.511S	"Injury of right iliac artery, sequela"
38312	S35.512D	"Injury of left iliac artery, subsequent encounter"
38313	S35.512S	"Injury of left iliac artery, sequela"
38316	S35.513D	"Injury of unspecified iliac artery, subsequent encounter"
38317	S35.513S	"Injury of unspecified iliac artery, sequela"
38320	S35.514D	"Injury of right iliac vein, subsequent encounter"
38321	S35.514S	"Injury of right iliac vein, sequela"
38324	S35.515D	"Injury of left iliac vein, subsequent encounter"
38325	S35.515S	"Injury of left iliac vein, sequela"
38328	S35.516D	"Injury of unspecified iliac vein, subsequent encounter"
38329	S35.516S	"Injury of unspecified iliac vein, sequela"
38333	S35.531D	"Injury of right uterine artery, subsequent encounter"
38334	S35.531S	"Injury of right uterine artery, sequela"
38337	S35.532D	"Injury of left uterine artery, subsequent encounter"
38338	S35.532S	"Injury of left uterine artery, sequela"
38341	S35.533D	"Injury of unspecified uterine artery, subsequent encounter"
38342	S35.533S	"Injury of unspecified uterine artery, sequela"
38345	S35.534D	"Injury of right uterine vein, subsequent encounter"
38346	S35.534S	"Injury of right uterine vein, sequela"
38349	S35.535D	"Injury of left uterine vein, subsequent encounter"
38350	S35.535S	"Injury of left uterine vein, sequela"
38353	S35.536D	"Injury of unspecified uterine vein, subsequent encounter"
38354	S35.536S	"Injury of unspecified uterine vein, sequela"
38357	S35.59XD	"Injury of other iliac blood vessels, subsequent encounter"
38358	S35.59XS	"Injury of other iliac blood vessels, sequela"
38363	S35.8X1D	"Laceration of other blood vessels at abdomen, lower back and pelvis level, subsequent encounter"
38364	S35.8X1S	"Laceration of other blood vessels at abdomen, lower back and pelvis level, sequela"
38367	S35.8X8D	"Other specified injury of other blood vessels at abdomen, lower back and pelvis level, subsequent encounter"
38368	S35.8X8S	"Other specified injury of other blood vessels at abdomen, lower back and pelvis level, sequela"
38371	S35.8X9D	"Unspecified injury of other blood vessels at abdomen, lower back and pelvis level, subsequent encounter"
38372	S35.8X9S	"Unspecified injury of other blood vessels at abdomen, lower back and pelvis level, sequela"
38376	S35.90XD	"Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level, subsequent encounter"
38377	S35.90XS	"Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level, sequela"
38380	S35.91XD	"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level, subsequent encounter"
38381	S35.91XS	"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level, sequela"
38384	S35.99XD	"Other specified injury of unspecified blood vessel at abdomen, lower back and pelvis level, subsequent encounter"
38385	S35.99XS	"Other specified injury of unspecified blood vessel at abdomen, lower back and pelvis level, sequela"
38390	S36.00XD	"Unspecified injury of spleen, subsequent encounter"
38391	S36.00XS	"Unspecified injury of spleen, sequela"
38395	S36.020D	"Minor contusion of spleen, subsequent encounter"
38396	S36.020S	"Minor contusion of spleen, sequela"
38399	S36.021D	"Major contusion of spleen, subsequent encounter"
38400	S36.021S	"Major contusion of spleen, sequela"
38403	S36.029D	"Unspecified contusion of spleen, subsequent encounter"
38404	S36.029S	"Unspecified contusion of spleen, sequela"
38408	S36.030D	"Superficial (capsular) laceration of spleen, subsequent encounter"
38409	S36.030S	"Superficial (capsular) laceration of spleen, sequela"
38412	S36.031D	"Moderate laceration of spleen, subsequent encounter"
38413	S36.031S	"Moderate laceration of spleen, sequela"
38416	S36.032D	"Major laceration of spleen, subsequent encounter"
38417	S36.032S	"Major laceration of spleen, sequela"
38420	S36.039D	"Unspecified laceration of spleen, subsequent encounter"
38421	S36.039S	"Unspecified laceration of spleen, sequela"
38424	S36.09XD	"Other injury of spleen, subsequent encounter"
38425	S36.09XS	"Other injury of spleen, sequela"
38430	S36.112D	"Contusion of liver, subsequent encounter"
38431	S36.112S	"Contusion of liver, sequela"
38434	S36.113D	"Laceration of liver, unspecified degree, subsequent encounter"
38435	S36.113S	"Laceration of liver, unspecified degree, sequela"
38438	S36.114D	"Minor laceration of liver, subsequent encounter"
38439	S36.114S	"Minor laceration of liver, sequela"
38442	S36.115D	"Moderate laceration of liver, subsequent encounter"
38443	S36.115S	"Moderate laceration of liver, sequela"
38446	S36.116D	"Major laceration of liver, subsequent encounter"
38447	S36.116S	"Major laceration of liver, sequela"
38450	S36.118D	"Other injury of liver, subsequent encounter"
38451	S36.118S	"Other injury of liver, sequela"
38454	S36.119D	"Unspecified injury of liver, subsequent encounter"
38455	S36.119S	"Unspecified injury of liver, sequela"
38459	S36.122D	"Contusion of gallbladder, subsequent encounter"
38460	S36.122S	"Contusion of gallbladder, sequela"
38463	S36.123D	"Laceration of gallbladder, subsequent encounter"
38464	S36.123S	"Laceration of gallbladder, sequela"
38467	S36.128D	"Other injury of gallbladder, subsequent encounter"
38468	S36.128S	"Other injury of gallbladder, sequela"
38471	S36.129D	"Unspecified injury of gallbladder, subsequent encounter"
38472	S36.129S	"Unspecified injury of gallbladder, sequela"
38475	S36.13XD	"Injury of bile duct, subsequent encounter"
38476	S36.13XS	"Injury of bile duct, sequela"
38481	S36.200D	"Unspecified injury of head of pancreas, subsequent encounter"
38482	S36.200S	"Unspecified injury of head of pancreas, sequela"
38485	S36.201D	"Unspecified injury of body of pancreas, subsequent encounter"
38486	S36.201S	"Unspecified injury of body of pancreas, sequela"
38489	S36.202D	"Unspecified injury of tail of pancreas, subsequent encounter"
38490	S36.202S	"Unspecified injury of tail of pancreas, sequela"
38493	S36.209D	"Unspecified injury of unspecified part of pancreas, subsequent encounter"
38494	S36.209S	"Unspecified injury of unspecified part of pancreas, sequela"
38498	S36.220D	"Contusion of head of pancreas, subsequent encounter"
38499	S36.220S	"Contusion of head of pancreas, sequela"
38502	S36.221D	"Contusion of body of pancreas, subsequent encounter"
38503	S36.221S	"Contusion of body of pancreas, sequela"
38506	S36.222D	"Contusion of tail of pancreas, subsequent encounter"
38507	S36.222S	"Contusion of tail of pancreas, sequela"
38510	S36.229D	"Contusion of unspecified part of pancreas, subsequent encounter"
38511	S36.229S	"Contusion of unspecified part of pancreas, sequela"
38515	S36.230D	"Laceration of head of pancreas, unspecified degree, subsequent encounter"
38516	S36.230S	"Laceration of head of pancreas, unspecified degree, sequela"
38519	S36.231D	"Laceration of body of pancreas, unspecified degree, subsequent encounter"
38520	S36.231S	"Laceration of body of pancreas, unspecified degree, sequela"
38523	S36.232D	"Laceration of tail of pancreas, unspecified degree, subsequent encounter"
38524	S36.232S	"Laceration of tail of pancreas, unspecified degree, sequela"
38527	S36.239D	"Laceration of unspecified part of pancreas, unspecified degree, subsequent encounter"
38528	S36.239S	"Laceration of unspecified part of pancreas, unspecified degree, sequela"
38532	S36.240D	"Minor laceration of head of pancreas, subsequent encounter"
38533	S36.240S	"Minor laceration of head of pancreas, sequela"
38536	S36.241D	"Minor laceration of body of pancreas, subsequent encounter"
38537	S36.241S	"Minor laceration of body of pancreas, sequela"
38540	S36.242D	"Minor laceration of tail of pancreas, subsequent encounter"
38541	S36.242S	"Minor laceration of tail of pancreas, sequela"
38544	S36.249D	"Minor laceration of unspecified part of pancreas, subsequent encounter"
38545	S36.249S	"Minor laceration of unspecified part of pancreas, sequela"
38549	S36.250D	"Moderate laceration of head of pancreas, subsequent encounter"
38550	S36.250S	"Moderate laceration of head of pancreas, sequela"
38553	S36.251D	"Moderate laceration of body of pancreas, subsequent encounter"
38554	S36.251S	"Moderate laceration of body of pancreas, sequela"
38557	S36.252D	"Moderate laceration of tail of pancreas, subsequent encounter"
38558	S36.252S	"Moderate laceration of tail of pancreas, sequela"
38561	S36.259D	"Moderate laceration of unspecified part of pancreas, subsequent encounter"
38562	S36.259S	"Moderate laceration of unspecified part of pancreas, sequela"
38566	S36.260D	"Major laceration of head of pancreas, subsequent encounter"
38567	S36.260S	"Major laceration of head of pancreas, sequela"
38570	S36.261D	"Major laceration of body of pancreas, subsequent encounter"
38571	S36.261S	"Major laceration of body of pancreas, sequela"
38574	S36.262D	"Major laceration of tail of pancreas, subsequent encounter"
38575	S36.262S	"Major laceration of tail of pancreas, sequela"
38578	S36.269D	"Major laceration of unspecified part of pancreas, subsequent encounter"
38579	S36.269S	"Major laceration of unspecified part of pancreas, sequela"
38583	S36.290D	"Other injury of head of pancreas, subsequent encounter"
38584	S36.290S	"Other injury of head of pancreas, sequela"
38587	S36.291D	"Other injury of body of pancreas, subsequent encounter"
