Order2019	POAexemptCode	Description
45720	S52.559S	"Other extraarticular fracture of lower end of unspecified radius, sequela"
45726	S52.561D	"Barton's fracture of right radius, subsequent encounter for closed fracture with routine healing"
45727	S52.561E	"Barton's fracture of right radius, subsequent encounter for open fracture type I or II with routine healing"
45728	S52.561F	"Barton's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45729	S52.561G	"Barton's fracture of right radius, subsequent encounter for closed fracture with delayed healing"
45730	S52.561H	"Barton's fracture of right radius, subsequent encounter for open fracture type I or II with delayed healing"
45731	S52.561J	"Barton's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45732	S52.561K	"Barton's fracture of right radius, subsequent encounter for closed fracture with nonunion"
45733	S52.561M	"Barton's fracture of right radius, subsequent encounter for open fracture type I or II with nonunion"
45734	S52.561N	"Barton's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45735	S52.561P	"Barton's fracture of right radius, subsequent encounter for closed fracture with malunion"
45736	S52.561Q	"Barton's fracture of right radius, subsequent encounter for open fracture type I or II with malunion"
45737	S52.561R	"Barton's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45738	S52.561S	"Barton's fracture of right radius, sequela"
45743	S52.562D	"Barton's fracture of left radius, subsequent encounter for closed fracture with routine healing"
45744	S52.562E	"Barton's fracture of left radius, subsequent encounter for open fracture type I or II with routine healing"
45745	S52.562F	"Barton's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45746	S52.562G	"Barton's fracture of left radius, subsequent encounter for closed fracture with delayed healing"
45747	S52.562H	"Barton's fracture of left radius, subsequent encounter for open fracture type I or II with delayed healing"
45748	S52.562J	"Barton's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45749	S52.562K	"Barton's fracture of left radius, subsequent encounter for closed fracture with nonunion"
45750	S52.562M	"Barton's fracture of left radius, subsequent encounter for open fracture type I or II with nonunion"
45751	S52.562N	"Barton's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45752	S52.562P	"Barton's fracture of left radius, subsequent encounter for closed fracture with malunion"
45753	S52.562Q	"Barton's fracture of left radius, subsequent encounter for open fracture type I or II with malunion"
45754	S52.562R	"Barton's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45755	S52.562S	"Barton's fracture of left radius, sequela"
45760	S52.569D	"Barton's fracture of unspecified radius, subsequent encounter for closed fracture with routine healing"
45761	S52.569E	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with routine healing"
45762	S52.569F	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45763	S52.569G	"Barton's fracture of unspecified radius, subsequent encounter for closed fracture with delayed healing"
45764	S52.569H	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing"
45765	S52.569J	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45766	S52.569K	"Barton's fracture of unspecified radius, subsequent encounter for closed fracture with nonunion"
45767	S52.569M	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with nonunion"
45768	S52.569N	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45769	S52.569P	"Barton's fracture of unspecified radius, subsequent encounter for closed fracture with malunion"
45770	S52.569Q	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with malunion"
45771	S52.569R	"Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45772	S52.569S	"Barton's fracture of unspecified radius, sequela"
45778	S52.571D	"Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with routine healing"
45779	S52.571E	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing"
45780	S52.571F	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45781	S52.571G	"Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with delayed healing"
45782	S52.571H	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing"
45783	S52.571J	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45784	S52.571K	"Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with nonunion"
45785	S52.571M	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion"
45786	S52.571N	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45787	S52.571P	"Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with malunion"
45788	S52.571Q	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with malunion"
45789	S52.571R	"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45790	S52.571S	"Other intraarticular fracture of lower end of right radius, sequela"
45795	S52.572D	"Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with routine healing"
45796	S52.572E	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing"
45797	S52.572F	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45798	S52.572G	"Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing"
45799	S52.572H	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with delayed healing"
45800	S52.572J	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45801	S52.572K	"Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with nonunion"
45802	S52.572M	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with nonunion"
45803	S52.572N	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45804	S52.572P	"Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with malunion"
45805	S52.572Q	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with malunion"
45806	S52.572R	"Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45807	S52.572S	"Other intraarticular fracture of lower end of left radius, sequela"
45812	S52.579D	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing"
45813	S52.579E	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing"
45814	S52.579F	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45815	S52.579G	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing"
45816	S52.579H	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing"
45817	S52.579J	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45818	S52.579K	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with nonunion"
45819	S52.579M	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion"
45820	S52.579N	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45821	S52.579P	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with malunion"
45822	S52.579Q	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion"
45823	S52.579R	"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45824	S52.579S	"Other intraarticular fracture of lower end of unspecified radius, sequela"
45830	S52.591D	"Other fractures of lower end of right radius, subsequent encounter for closed fracture with routine healing"
45831	S52.591E	"Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing"
45832	S52.591F	"Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45833	S52.591G	"Other fractures of lower end of right radius, subsequent encounter for closed fracture with delayed healing"
45834	S52.591H	"Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing"
45835	S52.591J	"Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45836	S52.591K	"Other fractures of lower end of right radius, subsequent encounter for closed fracture with nonunion"
45837	S52.591M	"Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion"
45838	S52.591N	"Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45839	S52.591P	"Other fractures of lower end of right radius, subsequent encounter for closed fracture with malunion"
45840	S52.591Q	"Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with malunion"
45841	S52.591R	"Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45842	S52.591S	"Other fractures of lower end of right radius, sequela"
45847	S52.592D	"Other fractures of lower end of left radius, subsequent encounter for closed fracture with routine healing"
45848	S52.592E	"Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing"
45849	S52.592F	"Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45850	S52.592G	"Other fractures of lower end of left radius, subsequent encounter for closed fracture with delayed healing"
45851	S52.592H	"Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with delayed healing"
45852	S52.592J	"Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45853	S52.592K	"Other fractures of lower end of left radius, subsequent encounter for closed fracture with nonunion"
45854	S52.592M	"Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with nonunion"
45855	S52.592N	"Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45856	S52.592P	"Other fractures of lower end of left radius, subsequent encounter for closed fracture with malunion"
45857	S52.592Q	"Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with malunion"
45858	S52.592R	"Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45859	S52.592S	"Other fractures of lower end of left radius, sequela"
45864	S52.599D	"Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing"
45865	S52.599E	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing"
45866	S52.599F	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45867	S52.599G	"Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing"
45868	S52.599H	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing"
45869	S52.599J	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45870	S52.599K	"Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with nonunion"
45871	S52.599M	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion"
45872	S52.599N	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45873	S52.599P	"Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with malunion"
45874	S52.599Q	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion"
45875	S52.599R	"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45876	S52.599S	"Other fractures of lower end of unspecified radius, sequela"
45883	S52.601D	"Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with routine healing"
45884	S52.601E	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with routine healing"
45885	S52.601F	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45886	S52.601G	"Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with delayed healing"
45887	S52.601H	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with delayed healing"
45888	S52.601J	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45889	S52.601K	"Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with nonunion"
45890	S52.601M	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with nonunion"
45891	S52.601N	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45892	S52.601P	"Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with malunion"
45893	S52.601Q	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with malunion"
45894	S52.601R	"Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45895	S52.601S	"Unspecified fracture of lower end of right ulna, sequela"
45900	S52.602D	"Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with routine healing"
45901	S52.602E	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with routine healing"
45902	S52.602F	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45903	S52.602G	"Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with delayed healing"
45904	S52.602H	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with delayed healing"
45905	S52.602J	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45906	S52.602K	"Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with nonunion"
45907	S52.602M	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with nonunion"
45908	S52.602N	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45909	S52.602P	"Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with malunion"
45910	S52.602Q	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with malunion"
45911	S52.602R	"Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45912	S52.602S	"Unspecified fracture of lower end of left ulna, sequela"
45917	S52.609D	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for closed fracture with routine healing"
45918	S52.609E	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing"
45919	S52.609F	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45920	S52.609G	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for closed fracture with delayed healing"
45921	S52.609H	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing"
45922	S52.609J	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45923	S52.609K	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for closed fracture with nonunion"
45924	S52.609M	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion"
45925	S52.609N	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45926	S52.609P	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for closed fracture with malunion"
45927	S52.609Q	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type I or II with malunion"
45928	S52.609R	"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45929	S52.609S	"Unspecified fracture of lower end of unspecified ulna, sequela"
45935	S52.611D	"Displaced fracture of right ulna styloid process, subsequent encounter for closed fracture with routine healing"
45936	S52.611E	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with routine healing"
45937	S52.611F	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45938	S52.611G	"Displaced fracture of right ulna styloid process, subsequent encounter for closed fracture with delayed healing"
45939	S52.611H	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing"
45940	S52.611J	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45941	S52.611K	"Displaced fracture of right ulna styloid process, subsequent encounter for closed fracture with nonunion"
45942	S52.611M	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with nonunion"
45943	S52.611N	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45944	S52.611P	"Displaced fracture of right ulna styloid process, subsequent encounter for closed fracture with malunion"
45945	S52.611Q	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
45946	S52.611R	"Displaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45947	S52.611S	"Displaced fracture of right ulna styloid process, sequela"
45952	S52.612D	"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with routine healing"
45953	S52.612E	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with routine healing"
45954	S52.612F	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45955	S52.612G	"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with delayed healing"
45956	S52.612H	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing"
45957	S52.612J	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45958	S52.612K	"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with nonunion"
45959	S52.612M	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with nonunion"
45960	S52.612N	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45961	S52.612P	"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with malunion"
45962	S52.612Q	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
45963	S52.612R	"Displaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45964	S52.612S	"Displaced fracture of left ulna styloid process, sequela"
45969	S52.613D	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with routine healing"
45970	S52.613E	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with routine healing"
45971	S52.613F	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45972	S52.613G	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with delayed healing"
45973	S52.613H	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing"
45974	S52.613J	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45975	S52.613K	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with nonunion"
45976	S52.613M	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with nonunion"
45977	S52.613N	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45978	S52.613P	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with malunion"
45979	S52.613Q	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
45980	S52.613R	"Displaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45981	S52.613S	"Displaced fracture of unspecified ulna styloid process, sequela"
45986	S52.614D	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for closed fracture with routine healing"
45987	S52.614E	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with routine healing"
45988	S52.614F	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45989	S52.614G	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for closed fracture with delayed healing"
45990	S52.614H	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing"
45991	S52.614J	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45992	S52.614K	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for closed fracture with nonunion"
45993	S52.614M	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with nonunion"
45994	S52.614N	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45995	S52.614P	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for closed fracture with malunion"
45996	S52.614Q	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
45997	S52.614R	"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45998	S52.614S	"Nondisplaced fracture of right ulna styloid process, sequela"
46003	S52.615D	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for closed fracture with routine healing"
46004	S52.615E	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with routine healing"
46005	S52.615F	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
46006	S52.615G	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for closed fracture with delayed healing"
46007	S52.615H	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing"
46008	S52.615J	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
46009	S52.615K	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for closed fracture with nonunion"
46010	S52.615M	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with nonunion"
46011	S52.615N	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
46012	S52.615P	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for closed fracture with malunion"
46013	S52.615Q	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
46014	S52.615R	"Nondisplaced fracture of left ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
46015	S52.615S	"Nondisplaced fracture of left ulna styloid process, sequela"
46020	S52.616D	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with routine healing"
46021	S52.616E	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with routine healing"
46022	S52.616F	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
46023	S52.616G	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with delayed healing"
46024	S52.616H	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with delayed healing"
46025	S52.616J	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
46026	S52.616K	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with nonunion"
46027	S52.616M	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with nonunion"
46028	S52.616N	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
46029	S52.616P	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with malunion"
46030	S52.616Q	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type I or II with malunion"
46031	S52.616R	"Nondisplaced fracture of unspecified ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
46032	S52.616S	"Nondisplaced fracture of unspecified ulna styloid process, sequela"
46036	S52.621D	"Torus fracture of lower end of right ulna, subsequent encounter for fracture with routine healing"
46037	S52.621G	"Torus fracture of lower end of right ulna, subsequent encounter for fracture with delayed healing"
46038	S52.621K	"Torus fracture of lower end of right ulna, subsequent encounter for fracture with nonunion"
46039	S52.621P	"Torus fracture of lower end of right ulna, subsequent encounter for fracture with malunion"
46040	S52.621S	"Torus fracture of lower end of right ulna, sequela"
46043	S52.622D	"Torus fracture of lower end of left ulna, subsequent encounter for fracture with routine healing"
46044	S52.622G	"Torus fracture of lower end of left ulna, subsequent encounter for fracture with delayed healing"
46045	S52.622K	"Torus fracture of lower end of left ulna, subsequent encounter for fracture with nonunion"
46046	S52.622P	"Torus fracture of lower end of left ulna, subsequent encounter for fracture with malunion"
46047	S52.622S	"Torus fracture of lower end of left ulna, sequela"
46050	S52.629D	"Torus fracture of lower end of unspecified ulna, subsequent encounter for fracture with routine healing"
46051	S52.629G	"Torus fracture of lower end of unspecified ulna, subsequent encounter for fracture with delayed healing"
46052	S52.629K	"Torus fracture of lower end of unspecified ulna, subsequent encounter for fracture with nonunion"
46053	S52.629P	"Torus fracture of lower end of unspecified ulna, subsequent encounter for fracture with malunion"
46054	S52.629S	"Torus fracture of lower end of unspecified ulna, sequela"
46060	S52.691D	"Other fracture of lower end of right ulna, subsequent encounter for closed fracture with routine healing"
46061	S52.691E	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with routine healing"
46062	S52.691F	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
46063	S52.691G	"Other fracture of lower end of right ulna, subsequent encounter for closed fracture with delayed healing"
46064	S52.691H	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with delayed healing"
46065	S52.691J	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
46066	S52.691K	"Other fracture of lower end of right ulna, subsequent encounter for closed fracture with nonunion"
46067	S52.691M	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with nonunion"
46068	S52.691N	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
46069	S52.691P	"Other fracture of lower end of right ulna, subsequent encounter for closed fracture with malunion"
46070	S52.691Q	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with malunion"
46071	S52.691R	"Other fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
46072	S52.691S	"Other fracture of lower end of right ulna, sequela"
46077	S52.692D	"Other fracture of lower end of left ulna, subsequent encounter for closed fracture with routine healing"
46078	S52.692E	"Other fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with routine healing"
46079	S52.692F	"Other fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
46080	S52.692G	"Other fracture of lower end of left ulna, subsequent encounter for closed fracture with delayed healing"
46081	S52.692H	"Other fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with delayed healing"
46082	S52.692J	"Other fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
46083	S52.692K	"Other fracture of lower end of left ulna, subsequent encounter for closed fracture with nonunion"
46084	S52.692M	"Other fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with nonunion"
46085	S52.692N	"Other fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
